,NOC,Sport,Year,Gold,Silver,Bronze,Total
5356,SUI,Art Competitions,1928,0,2,0,2
5357,SUI,Gymnastics,1932,0,1,0,1
5358,SUI,Rowing,1936,0,5,4,9
5359,SUI,Athletics,1936,0,1,0,1
5360,SUI,Cycling,1936,0,4,1,5
5361,SUI,Gymnastics,1936,1,13,2,16
5362,SUI,Art Competitions,1936,1,0,0,1
5363,SUI,Handball,1936,0,0,17,17
5364,SUI,Alpinism,1936,2,0,0,2
5365,SUI,Aeronautics,1936,1,0,0,1
5366,SUI,Rowing,1948,0,7,0,7
5367,SUI,Wrestling,1948,0,1,2,3
5368,SUI,Athletics,1948,0,1,1,2
5369,SUI,Fencing,1948,0,1,0,1
5370,SUI,Shooting,1948,1,1,0,2
5371,SUI,Equestrianism,1948,1,0,0,1
5372,SUI,Gymnastics,1948,3,11,2,16
5373,SUI,Art Competitions,1948,0,3,1,4
5374,SUI,Rowing,1952,0,5,2,7
5375,SUI,Athletics,1952,0,1,0,1
5376,SUI,Fencing,1952,0,0,7,7
5377,SUI,Shooting,1952,0,1,0,1
5378,SUI,Equestrianism,1952,0,3,0,3
5379,SUI,Gymnastics,1952,2,9,3,14
5380,SUI,Equestrianism,1956,0,0,3,3
5381,SUI,Sailing,1960,0,0,3,3
5382,SUI,Rowing,1960,0,0,2,2
5383,SUI,Shooting,1960,0,1,0,1
5384,SUI,Equestrianism,1960,0,5,1,6
5385,SUI,Rowing,1964,0,0,1,1
5386,SUI,Judo,1964,0,1,0,1
5387,SUI,Equestrianism,1964,1,3,0,4
5388,SUI,Sailing,1968,0,3,0,3
5389,SUI,Rowing,1968,0,0,5,5
5390,SUI,Shooting,1968,0,0,1,1
5391,SUI,Equestrianism,1968,0,0,3,3
5392,SUI,Cycling,1968,0,0,1,1
5393,SUI,Rowing,1972,0,2,0,2
5394,SUI,Fencing,1972,0,5,0,5
5395,SUI,Cycling,1972,0,1,0,1
5396,SUI,Judo,1976,0,0,1,1
5397,SUI,Fencing,1976,0,0,5,5
5398,SUI,Equestrianism,1976,1,3,0,4
5399,SUI,Judo,1980,1,0,0,1
5400,SUI,Cycling,1980,1,0,0,1
5401,SUI,Wrestling,1984,0,0,1,1
5402,SUI,Athletics,1984,0,1,0,1
5403,SUI,Swimming,1984,0,0,1,1
5404,SUI,Shooting,1984,0,1,0,1
5405,SUI,Equestrianism,1984,0,3,2,5
5406,SUI,Cycling,1984,0,4,0,4
5407,SUI,Rowing,1988,0,2,0,2
5408,SUI,Athletics,1988,0,0,1,1
5409,SUI,Equestrianism,1988,0,4,1,5
5410,SUI,Tennis,1992,1,0,0,1
5411,SUI,Rowing,1996,3,0,0,3
5412,SUI,Equestrianism,1996,0,1,0,1
5413,SUI,Cycling,1996,1,1,0,2
5414,SUI,Canoeing,1996,0,4,0,4
5415,SUI,Gymnastics,1996,1,0,0,1
5416,SUI,Rowing,2000,0,1,0,1
5417,SUI,Fencing,2000,0,4,0,4
5418,SUI,Shooting,2000,0,1,0,1
5419,SUI,Equestrianism,2000,0,4,0,4
5420,SUI,Cycling,2000,0,1,1,2
5421,SUI,Triathlon,2000,1,0,1,2
5422,SUI,Fencing,2004,1,0,0,1
5423,SUI,Cycling,2004,0,2,1,3
5424,SUI,Beach Volleyball,2004,0,0,2,2
5425,SUI,Triathlon,2004,0,0,1,1
5426,SUI,Tennis,2008,2,0,0,2
5427,SUI,Judo,2008,0,0,1,1
5428,SUI,Equestrianism,2008,0,0,4,4
5429,SUI,Cycling,2008,1,1,2,4
5430,SUI,Tennis,2012,0,1,0,1
5431,SUI,Equestrianism,2012,1,0,0,1
5432,SUI,Cycling,2012,0,1,0,1
5433,SUI,Triathlon,2012,1,0,0,1
5434,SUI,Rowing,2016,4,0,0,4
5435,SUI,Tennis,2016,0,2,0,2
5436,SUI,Shooting,2016,0,0,1,1
5437,SUI,Cycling,2016,2,0,0,2
5438,SUI,Triathlon,2016,0,1,0,1
5439,SUI,Gymnastics,2016,0,0,1,1
5440,SUI,Tennis,2020,1,2,0,3
5441,SUI,Swimming,2020,0,0,2,2
5442,SUI,Shooting,2020,1,0,1,2
5443,SUI,Cycling BMX Freestyle,2020,0,0,1,1
5444,SUI,Beach Volleyball,2020,0,0,2,2
5445,SUI,Cycling Road,2020,0,1,0,1
5446,SUI,Cycling Mountain Bike,2020,1,2,1,4
5447,SUI,Rowing,2024,0,0,2,2
5448,SUI,Swimming,2024,0,0,1,1
5449,SUI,Shooting,2024,1,0,1,2
5450,SUI,Beach Volleyball,2024,0,0,2,2
5451,SUI,Triathlon,2024,0,1,0,1
5452,SUI,Equestrian,2024,0,1,0,1
5453,SUI,Cycling BMX Racing,2024,0,0,1,1
5454,SUR,Swimming,1988,1,0,0,1
5455,SUR,Swimming,1992,0,0,1,1
5456,SVK,Shooting,1996,0,0,1,1
5457,SVK,Canoeing,1996,1,1,0,2
5458,SVK,Swimming,2000,0,2,0,2
5459,SVK,Canoeing,2000,2,1,1,4
5460,SVK,Judo,2004,0,1,0,1
5461,SVK,Shooting,2004,0,0,1,1
5462,SVK,Canoeing,2004,3,1,4,8
5463,SVK,Wrestling,2008,0,0,1,1
5464,SVK,Shooting,2008,0,1,0,1
5465,SVK,Canoeing,2008,4,4,0,8
5466,SVK,Shooting,2012,0,1,1,2
5467,SVK,Canoeing,2012,0,0,3,3
5468,SVK,Athletics,2016,1,0,0,1
5469,SVK,Canoeing,2016,2,5,0,7
5470,SVK,Shooting,2020,1,0,0,1
5471,SVK,Canoe Slalom,2020,0,1,0,1
5472,SVK,Canoe Sprint,2020,0,0,4,4
5473,SVK,Golf,2020,0,1,0,1
5474,SVK,Canoe Slalom,2024,0,0,1,1
5475,SWE,Athletics,1900,0,0,1,1
5476,SWE,Tug-Of-War,1900,3,0,0,3
5477,SWE,Athletics,1906,2,4,5,11
5478,SWE,Shooting,1906,0,1,1,2
5479,SWE,Tug-Of-War,1906,0,0,8,8
5480,SWE,Sailing,1908,0,5,0,5
5481,SWE,Tennis,1908,0,0,3,3
5482,SWE,Wrestling,1908,1,1,0,2
5483,SWE,Athletics,1908,2,0,3,5
5484,SWE,Swimming,1908,0,0,2,2
5485,SWE,Shooting,1908,5,10,1,16
5486,SWE,Diving,1908,1,1,1,3
5487,SWE,Water Polo,1908,0,0,7,7
5488,SWE,Gymnastics,1908,38,0,0,38
5489,SWE,Figure Skating,1908,1,1,1,3
5490,SWE,Sailing,1912,8,15,3,26
5491,SWE,Rowing,1912,0,5,0,5
5492,SWE,Tennis,1912,0,4,2,6
5493,SWE,Wrestling,1912,1,2,1,4
5494,SWE,Athletics,1912,15,12,6,33
5495,SWE,Swimming,1912,0,1,0,1
5496,SWE,Shooting,1912,21,12,9,42
5497,SWE,Equestrianism,1912,10,1,1,12
5498,SWE,Cycling,1912,12,0,0,12
5499,SWE,Diving,1912,3,2,2,7
5500,SWE,Water Polo,1912,0,7,0,7
5501,SWE,Modern Pentathlon,1912,1,1,1,3
5502,SWE,Gymnastics,1912,24,0,0,24
5503,SWE,Tug-Of-War,1912,8,0,0,8
5504,SWE,Sailing,1920,7,4,0,11
5505,SWE,Weightlifting,1920,0,0,2,2
5506,SWE,Wrestling,1920,3,1,2,6
5507,SWE,Athletics,1920,1,3,22,26
5508,SWE,Swimming,1920,2,2,4,8
5509,SWE,Shooting,1920,1,18,16,35
5510,SWE,Equestrianism,1920,9,2,5,16
5511,SWE,Cycling,1920,1,4,0,5
5512,SWE,Diving,1920,1,2,2,5
5513,SWE,Water Polo,1920,0,0,10,10
5514,SWE,Modern Pentathlon,1920,1,1,1,3
5515,SWE,Gymnastics,1920,24,0,0,24
5516,SWE,Figure Skating,1920,2,1,0,3
5517,SWE,Wrestling,1924,1,2,1,4
5518,SWE,Athletics,1924,0,6,2,8
5519,SWE,Swimming,1924,0,2,10,12
5520,SWE,Fencing,1924,0,0,1,1
5521,SWE,Football,1924,0,0,18,18
5522,SWE,Shooting,1924,0,5,5,10
5523,SWE,Equestrianism,1924,5,5,0,10
5524,SWE,Cycling,1924,0,0,4,4
5525,SWE,Diving,1924,0,1,1,2
5526,SWE,Modern Pentathlon,1924,1,1,1,3
5527,SWE,Sailing,1928,1,0,6,7
5528,SWE,Wrestling,1928,3,1,0,4
5529,SWE,Boxing,1928,0,1,1,2
5530,SWE,Athletics,1928,1,2,4,7
5531,SWE,Swimming,1928,1,0,1,2
5532,SWE,Equestrianism,1928,0,3,4,7
5533,SWE,Cycling,1928,0,0,5,5
5534,SWE,Diving,1928,0,0,1,1
5535,SWE,Modern Pentathlon,1928,1,1,0,2
5536,SWE,Sailing,1932,4,0,2,6
5537,SWE,Wrestling,1932,6,1,3,10
5538,SWE,Boxing,1932,0,1,1,2
5539,SWE,Athletics,1932,0,1,0,1
5540,SWE,Shooting,1932,1,0,0,1
5541,SWE,Equestrianism,1932,0,3,2,5
5542,SWE,Cycling,1932,0,0,4,4
5543,SWE,Modern Pentathlon,1932,1,1,0,2
5544,SWE,Art Competitions,1932,1,0,0,1
5545,SWE,Sailing,1936,0,2,5,7
5546,SWE,Wrestling,1936,4,3,2,9
5547,SWE,Boxing,1936,0,0,1,1
5548,SWE,Athletics,1936,0,0,2,2
5549,SWE,Fencing,1936,0,6,0,6
5550,SWE,Shooting,1936,1,0,1,2
5551,SWE,Equestrianism,1936,0,0,3,3
5552,SWE,Canoeing,1936,2,0,2,4
5553,SWE,Art Competitions,1936,0,0,1,1
5554,SWE,Sailing,1948,0,3,5,8
5555,SWE,Weightlifting,1948,0,0,1,1
5556,SWE,Wrestling,1948,5,5,3,13
5557,SWE,Boxing,1948,0,1,0,1
5558,SWE,Athletics,1948,5,3,8,16
5559,SWE,Fencing,1948,0,0,6,6
5560,SWE,Football,1948,12,0,0,12
5561,SWE,Shooting,1948,0,0,3,3
5562,SWE,Equestrianism,1948,0,3,2,5
5563,SWE,Canoeing,1948,6,0,0,6
5564,SWE,Modern Pentathlon,1948,1,0,1,2
5565,SWE,Art Competitions,1948,1,0,1,2
5566,SWE,Sailing,1952,0,3,4,7
5567,SWE,Wrestling,1952,3,4,1,8
5568,SWE,Boxing,1952,0,1,1,2
5569,SWE,Athletics,1952,1,0,2,3
5570,SWE,Swimming,1952,0,0,2,2
5571,SWE,Fencing,1952,0,6,0,6
5572,SWE,Football,1952,0,0,12,12
5573,SWE,Shooting,1952,0,2,1,3
5574,SWE,Equestrianism,1952,8,0,0,8
5575,SWE,Canoeing,1952,1,5,0,6
5576,SWE,Modern Pentathlon,1952,1,3,0,4
5577,SWE,Gymnastics,1952,9,0,0,9
5578,SWE,Sailing,1956,6,0,0,6
5579,SWE,Rowing,1956,0,5,0,5
5580,SWE,Wrestling,1956,0,1,3,4
5581,SWE,Athletics,1956,0,0,1,1
5582,SWE,Shooting,1956,0,1,1,2
5583,SWE,Equestrianism,1956,5,0,0,5
5584,SWE,Canoeing,1956,2,0,0,2
5585,SWE,Modern Pentathlon,1956,1,0,0,1
5586,SWE,Gymnastics,1956,0,7,1,8
5587,SWE,Wrestling,1960,0,0,2,2
5588,SWE,Athletics,1960,0,1,0,1
5589,SWE,Swimming,1960,0,1,0,1
5590,SWE,Canoeing,1960,2,0,1,3
5591,SWE,Sailing,1964,0,3,2,5
5592,SWE,Wrestling,1964,0,1,1,2
5593,SWE,Athletics,1964,0,0,1,1
5594,SWE,Cycling,1964,0,0,4,4
5595,SWE,Canoeing,1964,3,0,0,3
5596,SWE,Sailing,1968,3,0,0,3
5597,SWE,Cycling,1968,0,4,1,5
5598,SWE,Modern Pentathlon,1968,1,0,0,1
5599,SWE,Sailing,1972,0,6,0,6
5600,SWE,Weightlifting,1972,0,0,1,1
5601,SWE,Wrestling,1972,0,1,1,2
5602,SWE,Boxing,1972,0,0,1,1
5603,SWE,Athletics,1972,0,0,1,1
5604,SWE,Swimming,1972,2,0,0,2
5605,SWE,Shooting,1972,1,0,0,1
5606,SWE,Equestrianism,1972,0,0,4,4
5607,SWE,Diving,1972,1,1,0,2
5608,SWE,Canoeing,1972,0,1,0,1
5609,SWE,Archery,1972,0,1,0,1
5610,SWE,Sailing,1976,2,0,0,2
5611,SWE,Athletics,1976,1,0,0,1
5612,SWE,Fencing,1976,5,0,0,5
5613,SWE,Cycling,1976,1,0,0,1
5614,SWE,Diving,1976,0,1,0,1
5615,SWE,Sailing,1980,0,0,2,2
5616,SWE,Wrestling,1980,0,0,2,2
5617,SWE,Swimming,1980,2,7,1,10
5618,SWE,Fencing,1980,1,0,0,1
5619,SWE,Shooting,1980,0,1,1,2
5620,SWE,Modern Pentathlon,1980,0,0,3,3
5621,SWE,Wrestling,1984,0,2,2,4
5622,SWE,Athletics,1984,0,2,1,3
5623,SWE,Swimming,1984,0,0,7,7
5624,SWE,Fencing,1984,0,1,0,1
5625,SWE,Shooting,1984,0,1,0,1
5626,SWE,Equestrianism,1984,0,0,3,3
5627,SWE,Canoeing,1984,3,11,0,14
5628,SWE,Modern Pentathlon,1984,0,1,0,1
5629,SWE,Sailing,1988,0,2,0,2
5630,SWE,Tennis,1988,0,0,3,3
5631,SWE,Wrestling,1988,0,0,1,1
5632,SWE,Boxing,1988,0,1,1,2
5633,SWE,Athletics,1988,0,0,1,1
5634,SWE,Swimming,1988,0,1,0,1
5635,SWE,Shooting,1988,0,1,0,1
5636,SWE,Cycling,1988,0,0,4,4
5637,SWE,Table Tennis,1988,0,0,1,1
5638,SWE,Wrestling,1992,0,1,1,2
5639,SWE,Athletics,1992,0,1,0,1
5640,SWE,Swimming,1992,0,5,1,6
5641,SWE,Shooting,1992,0,0,1,1
5642,SWE,Canoeing,1992,0,4,4,8
5643,SWE,Handball,1992,0,16,0,16
5644,SWE,Table Tennis,1992,1,0,0,1
5645,SWE,Sailing,1996,0,2,0,2
5646,SWE,Wrestling,1996,0,0,1,1
5647,SWE,Athletics,1996,1,0,0,1
5648,SWE,Swimming,1996,0,4,0,4
5649,SWE,Canoeing,1996,2,0,4,6
5650,SWE,Archery,1996,0,1,0,1
5651,SWE,Handball,1996,0,16,0,16
5652,SWE,Sailing,2000,0,0,1,1
5653,SWE,Wrestling,2000,1,0,0,1
5654,SWE,Athletics,2000,0,0,1,1
5655,SWE,Swimming,2000,1,2,6,9
5656,SWE,Shooting,2000,2,0,0,2
5657,SWE,Canoeing,2000,0,2,0,2
5658,SWE,Handball,2000,0,15,0,15
5659,SWE,Table Tennis,2000,0,1,0,1
5660,SWE,Sailing,2004,0,0,2,2
5661,SWE,Wrestling,2004,0,1,0,1
5662,SWE,Athletics,2004,3,0,0,3
5663,SWE,Equestrianism,2004,0,4,0,4
5664,SWE,Canoeing,2004,2,0,0,2
5665,SWE,Sailing,2008,0,0,2,2
5666,SWE,Tennis,2008,0,2,0,2
5667,SWE,Equestrianism,2008,0,1,0,1
5668,SWE,Cycling,2008,0,2,0,2
5669,SWE,Sailing,2012,2,0,1,3
5670,SWE,Wrestling,2012,0,0,2,2
5671,SWE,Shooting,2012,0,1,0,1
5672,SWE,Equestrianism,2012,0,1,0,1
5673,SWE,Triathlon,2012,0,1,0,1
5674,SWE,Handball,2012,0,14,0,14
5675,SWE,Wrestling,2016,0,0,2,2
5676,SWE,Swimming,2016,1,1,1,3
5677,SWE,Football,2016,0,18,0,18
5678,SWE,Shooting,2016,0,1,0,1
5679,SWE,Equestrianism,2016,0,1,0,1
5680,SWE,Cycling,2016,1,1,0,2
5681,SWE,Golf,2016,0,1,0,1
5682,SWE,Sailing,2020,0,3,0,3
5683,SWE,Athletics,2020,2,1,0,3
5684,SWE,Swimming,2020,0,1,0,1
5685,SWE,Football,2020,0,22,0,22
5686,SWE,Equestrian,2020,4,1,0,5
5687,SWE,Sailing,2024,0,2,2,4
5688,SWE,Athletics,2024,1,0,0,1
5689,SWE,Judo,2024,0,0,1,1
5690,SWE,Swimming,2024,2,0,0,2
5691,SWE,Shooting,2024,0,1,0,1
5692,SWE,Beach Volleyball,2024,2,0,0,2
5693,SWE,Table Tennis,2024,0,4,0,4
5694,SWE,Cycling Mountain Bike,2024,0,0,1,1
5695,SYR,Wrestling,1984,0,1,0,1
5696,SYR,Athletics,1996,1,0,0,1
5697,SYR,Boxing,2004,0,0,1,1
5698,SYR,Weightlifting,2020,0,0,1,1
5699,TAN,Athletics,1980,0,2,0,2
5700,TCH,Tennis,1920,0,0,2,2
5701,TCH,Ice Hockey,1920,0,0,8,8
5702,TCH,Weightlifting,1924,0,0,1,1
5703,TCH,Gymnastics,1924,1,4,4,9
5704,TCH,Weightlifting,1928,0,0,1,1
5705,TCH,Wrestling,1928,0,1,0,1
5706,TCH,Boxing,1928,0,1,0,1
5707,TCH,Equestrianism,1928,1,0,0,1
5708,TCH,Gymnastics,1928,1,10,1,12
5709,TCH,Weightlifting,1932,1,1,0,2
5710,TCH,Wrestling,1932,0,1,0,1
5711,TCH,Athletics,1932,0,0,1,1
5712,TCH,Art Competitions,1932,0,1,1,2
5713,TCH,Weightlifting,1936,0,1,0,1
5714,TCH,Wrestling,1936,0,2,0,2
5715,TCH,Canoeing,1936,4,1,0,5
5716,TCH,Gymnastics,1936,1,8,0,9
5717,TCH,Art Competitions,1936,0,0,1,1
5718,TCH,Boxing,1948,1,0,0,1
5719,TCH,Athletics,1948,1,1,0,2
5720,TCH,Canoeing,1948,4,2,0,6
5721,TCH,Gymnastics,1948,8,0,3,11
5722,TCH,Rowing,1952,5,0,0,5
5723,TCH,Wrestling,1952,0,1,1,2
5724,TCH,Boxing,1952,1,0,0,1
5725,TCH,Athletics,1952,4,1,0,5
5726,TCH,Canoeing,1952,1,2,1,4
5727,TCH,Gymnastics,1952,0,0,8,8
5728,TCH,Athletics,1956,1,0,1,2
5729,TCH,Shooting,1956,0,1,0,1
5730,TCH,Cycling,1956,0,3,0,3
5731,TCH,Gymnastics,1956,0,1,0,1
5732,TCH,Rowing,1960,2,0,9,11
5733,TCH,Wrestling,1960,0,0,1,1
5734,TCH,Boxing,1960,1,0,1,2
5735,TCH,Athletics,1960,0,1,0,1
5736,TCH,Gymnastics,1960,1,6,0,7
5737,TCH,Rowing,1964,0,0,11,11
5738,TCH,Weightlifting,1964,1,0,0,1
5739,TCH,Wrestling,1964,0,1,0,1
5740,TCH,Athletics,1964,0,2,0,2
5741,TCH,Football,1964,0,17,0,17
5742,TCH,Shooting,1964,0,0,1,1
5743,TCH,Volleyball,1964,0,11,0,11
5744,TCH,Cycling,1964,1,0,0,1
5745,TCH,Gymnastics,1964,3,6,0,9
5746,TCH,Wrestling,1968,0,0,2,2
5747,TCH,Athletics,1968,1,0,1,2
5748,TCH,Shooting,1968,1,0,0,1
5749,TCH,Volleyball,1968,0,0,12,12
5750,TCH,Diving,1968,1,0,0,1
5751,TCH,Gymnastics,1968,4,7,0,11
5752,TCH,Rowing,1972,0,3,5,8
5753,TCH,Wrestling,1972,1,0,0,1
5754,TCH,Athletics,1972,1,0,1,2
5755,TCH,Shooting,1972,0,1,0,1
5756,TCH,Diving,1972,0,1,0,1
5757,TCH,Handball,1972,0,16,0,16
5758,TCH,Rowing,1976,0,0,7,7
5759,TCH,Wrestling,1976,0,1,0,1
5760,TCH,Athletics,1976,0,0,1,1
5761,TCH,Shooting,1976,1,0,0,1
5762,TCH,Cycling,1976,1,0,0,1
5763,TCH,Modern Pentathlon,1976,0,3,1,4
5764,TCH,Rowing,1980,0,0,2,2
5765,TCH,Weightlifting,1980,1,0,1,2
5766,TCH,Wrestling,1980,0,0,2,2
5767,TCH,Boxing,1980,0,0,1,1
5768,TCH,Athletics,1980,0,2,0,2
5769,TCH,Judo,1980,0,0,1,1
5770,TCH,Football,1980,16,0,0,16
5771,TCH,Hockey,1980,0,16,0,16
5772,TCH,Cycling,1980,0,0,8,8
5773,TCH,Gymnastics,1980,0,0,1,1
5774,TCH,Tennis,1988,1,2,2,5
5775,TCH,Wrestling,1988,0,0,1,1
5776,TCH,Athletics,1988,1,1,0,2
5777,TCH,Shooting,1988,1,1,0,2
5778,TCH,Rowing,1992,0,1,0,1
5779,TCH,Athletics,1992,2,0,0,2
5780,TCH,Shooting,1992,1,0,1,2
5781,TCH,Canoeing,1992,1,2,0,3
5782,TGA,Boxing,1996,0,1,0,1
5783,THA,Boxing,1976,0,0,1,1
5784,THA,Boxing,1984,0,1,0,1
5785,THA,Boxing,1988,0,0,1,1
5786,THA,Boxing,1992,0,0,1,1
5787,THA,Boxing,1996,1,0,1,2
5788,THA,Weightlifting,2000,0,0,1,1
5789,THA,Boxing,2000,1,0,1,2
5790,THA,Taekwondo,2004,0,0,1,1
5791,THA,Weightlifting,2004,2,0,2,4
5792,THA,Boxing,2004,1,1,1,3
5793,THA,Taekwondo,2008,0,1,0,1
5794,THA,Weightlifting,2008,1,0,0,1
5795,THA,Boxing,2008,1,1,0,2
5796,THA,Taekwondo,2012,0,0,1,1
5797,THA,Weightlifting,2012,0,1,0,1
5798,THA,Boxing,2012,0,1,0,1
5799,THA,Taekwondo,2016,0,1,1,2
5800,THA,Weightlifting,2016,2,1,1,4
5801,THA,Taekwondo,2020,1,0,0,1
5802,THA,Boxing,2020,0,0,1,1
5803,THA,Taekwondo,2024,1,0,0,1
5804,THA,Weightlifting,2024,0,2,1,3
5805,THA,Boxing,2024,0,0,1,1
5806,THA,Badminton,2024,0,1,0,1
5807,TJK,Wrestling,2008,0,1,0,1
5808,TJK,Judo,2008,0,0,1,1
5809,TJK,Boxing,2012,0,0,1,1
5810,TJK,Athletics,2016,1,0,0,1
5811,TJK,Boxing,2024,0,0,1,1
5812,TJK,Judo,2024,0,0,2,2
5813,TKM,Weightlifting,2020,0,1,0,1
5814,TOG,Canoeing,2008,0,0,1,1
5815,TPE,Athletics,1960,0,1,0,1
5816,TPE,Athletics,1968,0,0,1,1
5817,TPE,Weightlifting,1984,0,0,1,1
5818,TPE,Baseball,1992,0,20,0,20
5819,TPE,Table Tennis,1996,0,1,0,1
5820,TPE,Taekwondo,2000,0,0,2,2
5821,TPE,Weightlifting,2000,0,1,1,2
5822,TPE,Table Tennis,2000,0,0,1,1
5823,TPE,Taekwondo,2004,2,1,0,3
5824,TPE,Archery,2004,0,3,3,6
5825,TPE,Taekwondo,2008,0,0,2,2
5826,TPE,Weightlifting,2008,0,0,2,2
5827,TPE,Taekwondo,2012,0,0,1,1
5828,TPE,Weightlifting,2012,0,1,0,1
5829,TPE,Weightlifting,2016,1,0,1,2
5830,TPE,Archery,2016,0,0,3,3
5831,TPE,Taekwondo,2020,0,0,1,1
5832,TPE,Weightlifting,2020,1,0,1,2
5833,TPE,Boxing,2020,0,0,1,1
5834,TPE,Judo,2020,0,1,0,1
5835,TPE,Artistic Gymnastics,2020,0,1,0,1
5836,TPE,Archery,2020,0,3,0,3
5837,TPE,Karate,2020,0,0,1,1
5838,TPE,Golf,2020,0,0,1,1
5839,TPE,Table Tennis,2020,0,0,2,2
5840,TPE,Badminton,2020,2,1,0,3
5841,TPE,Weightlifting,2024,0,0,1,1
5842,TPE,Boxing,2024,1,0,2,3
5843,TPE,Artistic Gymnastics,2024,0,0,1,1
5844,TPE,Shooting,2024,0,0,1,1
5845,TPE,Badminton,2024,2,0,0,2
5846,TTO,Weightlifting,1948,0,1,0,1
5847,TTO,Weightlifting,1952,0,0,2,2
5848,TTO,Athletics,1964,0,1,5,6
5849,TTO,Athletics,1976,1,0,0,1
5850,TTO,Athletics,1996,0,0,2,2
5851,TTO,Athletics,2000,0,1,1,2
5852,TTO,Swimming,2004,0,0,1,1
5853,TTO,Athletics,2008,5,1,0,6
5854,TTO,Athletics,2012,1,4,5,10
5855,TTO,Athletics,2016,0,0,1,1
5856,TUN,Boxing,1964,0,0,1,1
5857,TUN,Athletics,1964,0,1,0,1
5858,TUN,Athletics,1968,1,0,1,2
5859,TUN,Athletics,1972,0,1,0,1
5860,TUN,Boxing,1996,0,0,1,1
5861,TUN,Swimming,2008,1,0,0,1
5862,TUN,Athletics,2012,0,1,0,1
5863,TUN,Swimming,2012,1,0,1,2
5864,TUN,Taekwondo,2016,0,0,1,1
5865,TUN,Wrestling,2016,0,0,1,1
5866,TUN,Fencing,2016,0,0,1,1
5867,TUN,Taekwondo,2020,0,1,0,1
5868,TUN,Swimming,2020,1,0,0,1
5869,TUN,Taekwondo,2024,1,0,1,2
5870,TUN,Fencing,2024,0,1,0,1
5871,TUR,Wrestling,1936,1,0,1,2
5872,TUR,Wrestling,1948,6,4,1,11
5873,TUR,Athletics,1948,0,0,1,1
5874,TUR,Wrestling,1952,2,0,1,3
5875,TUR,Wrestling,1956,3,2,2,7
5876,TUR,Wrestling,1960,7,2,0,9
5877,TUR,Wrestling,1964,2,3,1,6
5878,TUR,Wrestling,1968,2,0,0,2
5879,TUR,Wrestling,1972,0,1,0,1
5880,TUR,Wrestling,1984,0,0,1,1
5881,TUR,Boxing,1984,0,0,2,2
5882,TUR,Weightlifting,1988,1,0,0,1
5883,TUR,Wrestling,1988,0,1,0,1
5884,TUR,Weightlifting,1992,1,0,0,1
5885,TUR,Wrestling,1992,1,2,1,4
5886,TUR,Judo,1992,0,0,1,1
5887,TUR,Weightlifting,1996,2,0,0,2
5888,TUR,Wrestling,1996,2,0,1,3
5889,TUR,Boxing,1996,0,1,0,1
5890,TUR,Taekwondo,2000,0,0,1,1
5891,TUR,Weightlifting,2000,1,0,0,1
5892,TUR,Wrestling,2000,1,0,1,2
5893,TUR,Judo,2000,1,0,0,1
5894,TUR,Taekwondo,2004,0,1,0,1
5895,TUR,Weightlifting,2004,3,0,2,5
5896,TUR,Wrestling,2004,0,1,2,3
5897,TUR,Boxing,2004,0,1,0,1
5898,TUR,Athletics,2004,0,0,1,1
5899,TUR,Taekwondo,2008,0,1,1,2
5900,TUR,Weightlifting,2008,0,1,0,1
5901,TUR,Wrestling,2008,1,0,1,2
5902,TUR,Boxing,2008,0,0,1,1
5903,TUR,Athletics,2008,0,1,0,1
5904,TUR,Taekwondo,2012,1,1,0,2
5905,TUR,Wrestling,2012,0,0,1,1
5906,TUR,Athletics,2012,1,1,0,2
5907,TUR,Taekwondo,2016,0,0,1,1
5908,TUR,Weightlifting,2016,0,1,0,1
5909,TUR,Wrestling,2016,1,2,2,5
5910,TUR,Athletics,2016,0,0,1,1
5911,TUR,Taekwondo,2020,0,0,2,2
5912,TUR,Wrestling,2020,0,0,3,3
5913,TUR,Boxing,2020,1,1,0,2
5914,TUR,Artistic Gymnastics,2020,0,0,1,1
5915,TUR,Archery,2020,1,0,0,1
5916,TUR,Karate,2020,0,1,3,4
5917,TUR,Taekwondo,2024,0,0,1,1
5918,TUR,Wrestling,2024,0,0,2,2
5919,TUR,Boxing,2024,0,2,1,3
5920,TUR,Shooting,2024,0,2,0,2
5921,TUR,Archery,2024,0,0,3,3
5922,UAE,Shooting,2004,1,0,0,1
5923,UAE,Judo,2016,0,0,1,1
5924,UAR,Wrestling,1960,0,1,0,1
5925,UAR,Boxing,1960,0,0,1,1
5926,UGA,Boxing,1968,0,1,1,2
5927,UGA,Boxing,1972,0,1,0,1
5928,UGA,Athletics,1972,1,0,0,1
5929,UGA,Boxing,1980,0,1,0,1
5930,UGA,Athletics,1996,0,0,1,1
5931,UGA,Athletics,2012,1,0,0,1
5932,UGA,Athletics,2020,2,1,1,4
5933,UGA,Athletics,2024,1,1,0,2
5934,UKR,Sailing,1996,2,0,2,4
5935,UKR,Rowing,1996,0,4,0,4
5936,UKR,Weightlifting,1996,1,0,1,2
5937,UKR,Wrestling,1996,1,0,3,4
5938,UKR,Boxing,1996,1,0,1,2
5939,UKR,Athletics,1996,1,0,3,4
5940,UKR,Archery,1996,0,0,1,1
5941,UKR,Gymnastics,1996,3,1,7,11
5942,UKR,Rhythmic Gymnastics,1996,1,0,1,2
5943,UKR,Sailing,2000,0,0,2,2
